business_id,user_id,text,date,sentiment
G0glQr3Ygr5CGcACepWDSw,O0Vh6VEBNDxMfKqFWTEl_g,so good definitely will be back the taco are the best i had the spicy pork,2021-10-18,Positive
_4bhVmlvT9dvqydQG2TOMA,GxSREKVQWgA9Q-5yFYSLHQ,fabulous,2021-10-17,Positive
iRIHK8-EwpeffwvoO4nzIA,XN6vRRW0qVGx3hWjMyB1EQ,amazing seafood cuisine and atmosphere,2021-10-17,Positive
wMyHVb54Ne9SNasa4kjOCg,gjouSwOXWfun6SKNm4jcdQ,loud and boisterous great steak and service,2021-10-17,Positive
wazRghDjVEiSzTt9WXCPOA,LwGBvdo5492nFsL88N7OlA,my family and i enjoyed everything i highly recommend,2021-10-17,Positive
Mwc3n5Psw9wRaQ22vZWDYQ,_At8hsgQBcYbVHPsu5NzXg,great ambiance,2021-10-16,Positive
LM54ufrINJWoTN5imV8Etw,xjX0iyufYy-xvJ_POMxTlQ,best cheesesteak in philly for sure,2021-10-16,Positive
J0joPXxmN-_9Lzafspqdbw,wUvC-P0DjwCUROLFGVFV5Q,great food,2021-10-16,Positive
K4tlO5WBspgViX_jox074Q,XB-vQEVDg8N5AsynBYePnQ,the pastry and coffee were amazing we loved it all,2021-10-16,Positive
PaOQ4ieONogGIpxYSa4NVg,zmMAwR517C4x3HDaaX7GIQ,terrific food service and atmosphere,2021-10-16,Positive
1Pxg1AMf0rEn9QF__ZYoWw,W1Yhl51c2ul5WtPabVJ9Cw,it the best sushi in nashville,2021-10-16,Positive
1cncsHKApeW1ubd5d9HoJw,SaYctOj-v2LNNkD4EXtZUA,requiring actual vaccination card photo of the card is not sufficient and you will not be allowed in,2021-10-16,Positive
HG7K0in4lGJa_LRHCqwvkg,jo_tgxPPAGV7SjtrfSZoaA,wonderful dinner and the service wa great also always a good meal,2021-10-16,Positive
qCNY42GtdQ9SNyB_zSf4jw,avMOc3M3kNNapHJf9S6PjA,great sandwich but online order are never ready on timenot even close last five order we waited min past when order wa supposed to be ready im sympathetic to the labor issue but cmon,2021-10-16,Positive
xVFNGIsWBTcYmKB85HH6Qg,kQswlwPMfUDpG9-qnknk6Q,very interesting great diversion on a rainy day the tour wa wonderful,2021-10-16,Positive
iRIHK8-EwpeffwvoO4nzIA,gahJx4W7kEtIuJiHJmGWvQ,ambiance and music,2021-10-15,Positive
R9TBf8VqGQ83kvdIxkC9RQ,SHqEuBe_aQHmpfFuxT1Kcw,stop reading this and go here,2021-10-15,Positive
W9y4JkMqy2dFNwYc3Y5cKQ,MNQNN2yFJBgFb6Jj5cNySw,great food awesome service,2021-10-15,Positive
RcsTutp1103SGiYtam7xRg,4-uUmnYnLkjC1wNkMss1kg,awesome food service and atmosphere the rooftop dining is perfect,2021-10-14,Positive
jbJTF1zVmZsk4hea8hoeVA,9xclmC183SBfZQiJM4_ZPg,delicious locally sourced restaurant in boise highly recommended trying,2021-10-14,Positive
9f5GXEeTvBWnrZ-AHEjgJQ,Eov1UV4pQUBq08cOp_V0-w,eat here often love the seafood platter,2021-10-13,Positive
my8iGnzOiOO3__WCuRRlbQ,yqnNUIjzffQKUWLlVHw9Pg,great place,2021-10-12,Positive
oLc7k78_YcDMnMCdbC-h1A,o1kiu5W7TdQNJ_sg2V47fA,would never go again,2021-10-12,Positive
yy3XR0wu1K4BTAdQjRoc0w,9c0ILgohV6JcBEn8c0gQFQ,their food is ok there drink are really good,2021-10-12,Positive
kfW3-LmZlKrXq3RndVXxdg,vpZ12lzyvC5PtZY8JA78rA,worst experience ever poor service and long wait,2021-10-12,Negative
tARR9jhv5gi9TjsfSVmjmw,OI0uv49Qjx855XALQRWWRQ,yummy always love this place,2021-10-11,Positive
ijr7hLZZJYyNQDMjneFJFQ,40IkCIK1SVbryf7Ycfaqxw,agree with devin more like one hour oil change make sure you have the time,2021-10-11,Positive
CgiwCrXs3Ggu9eKFPIgjtA,Tb-ylb98iMk4tY-JAAb7YQ,this place ha the best key lime pie,2021-10-10,Positive
zcPCPkaTp46iJxwMv0LjVw,1GWYr-uXKFewsw6KzSxffQ,always consistent good food the bbq sauce is solid,2021-10-10,Positive
C6KP0hSutumHzLDCFyjvJQ,_G4a79Jv78kn4kJUaov0Ug,perfect all of it,2021-10-10,Positive
YBncKq0rdijgeIyjuW_Czw,fHK7WP6myyC7yF4sCA1MvQ,the decor is nice we wanted to like it,2021-10-10,Positive
AFYI0sfZ6WdVELjjEYOIpw,9tl9BctAcjYaqeEKzni2cQ,sigh screaming and banging on thing is not scarry,2021-10-10,Negative
1b5mnK8bMnnju_cvU65GqQ,Cvh1jrc7cfvjHY9ynxOAcg,all of our food wa cold and we were served right at opening,2021-10-09,Positive
iRIHK8-EwpeffwvoO4nzIA,tjjWFm0fsYY87aopv3BR8Q,best taco ever voodoo drink wa amazing too,2021-10-09,Positive
L5LLN0RafiV1Z9cddzvuCw,EQ7SSmfW8WX88vhR9lTxOw,great food service and ambience,2021-10-09,Positive
_1wGbJlj9gRIcbGikrhUmA,TCA5TH1xjgQuUOVtXsRxEQ,everytime i go here the food is delicious i tell people about it all the time,2021-10-09,Positive
TcNZXteosegb1RO4O5hREw,7gAeX4Cwyg7kM_9KgVensw,great place for fresh bread and pastry,2021-10-09,Positive
TIoiB8PYw4GjAqDiP-iJKg,E8ko3g18liOHvKTLduj7cQ,great food,2021-10-09,Positive
AFYI0sfZ6WdVELjjEYOIpw,9tl9BctAcjYaqeEKzni2cQ,sigh,2021-10-09,Positive
wazRghDjVEiSzTt9WXCPOA,syfIHYsvqRJAkfsNjDdDgw,one word delicious,2021-10-09,Positive
mnwTbHyIgpMvOG9705zqWA,8oyNLE1bZedbcsHYaTJj2w,there are always long line out the door for the lady room they are filthy,2021-10-08,Positive
8S2hOkzWzpkJLybVOTSCLw,IHqJCeVVcPtm_cwQ_8_dCA,excellent food and the staff is very friendly and hard working,2021-10-08,Positive
_C7QiQQc47AOEv4PE3Kong,8-pUbPgNtt7_5H6W4PMdNA,is wa and will always be some of the best nola ha to offer,2021-10-07,Positive
1bzQnwSL3EsGqADWiPDF6A,fIOxBcBvYgYZAkBDn_8zyg,freshest ingredient great flavor,2021-10-07,Positive
jbJTF1zVmZsk4hea8hoeVA,aGv2lQqGqbifL0aeYqMcmA,taco dripping in grease with too much topping for one tortilla what the f,2021-10-07,Positive
DzVYXX8mc5x31BbaP8c0_Q,5bp8BlwYTdz75cU4p7jygQ,outstanding all i have to say,2021-10-06,Positive
ez3QHFQDCbdhzBtU58dbKg,Fs4TIQvHCd48NcqAPSYnBQ,exquisite,2021-10-06,Positive
Zdw5rbtAWguwcT9h_X4xRA,TblUttf3s3eMBeW9KTCsNw,if you plan on going on a weekend you must book a time slot online a early a the monday prior slot fill up fast for the weekend,2021-10-06,Positive
JofztY500JID_vLJxtyVBw,PXFDj-b3QvDvyc7ZjxhVBw,expect to wait over a hour for delivery,2021-10-06,Positive
K1ABvJZtgcdYHyH83fkFRA,uIOSU5a7SWSzWijfCyl2aQ,lifelong customer,2021-10-05,Positive
fCDMLD21ypv1XZ_EyafCkQ,WlrXGNmu99RN5-Q2vlkVsQ,my favorite cuban place,2021-10-05,Positive
WzpWEuVWY-6Xh37wc44GiA,YkVWQmvj0ovWbacLE5lD1A,good and service wa excellent,2021-10-05,Positive
d93h4y-rinInIwBNvdayEg,QJub-S01yDYNX4Yeiq5kfg,i eat here everyday for lunch the consistency of the food flavor still amazes me,2021-10-05,Positive
YlOsfQ6V1F_irTBdVi8ybg,sKzvHyVd-cg93JrmCxp5nA,really good chicken spot cant wait to go back and try the seafood part of the menu,2021-10-04,Positive
Zx7n8mdt8OzLRXVzolXNhQ,QKoHT5jE9F9S8-zBLSZI_A,my favorite place the chicken in waffle are a must,2021-10-04,Positive
_1wGbJlj9gRIcbGikrhUmA,TCA5TH1xjgQuUOVtXsRxEQ,everytime i go here the food is delicious,2021-10-03,Positive
HCYs4zgL7kCLdEqKRqaPbg,aSDEKHyiDsVvPJAWBgWGKA,i know im like the th person to tip that it mandatory that you get the excellent dumpling but im going to say it again splurge and get those dumpling too,2021-10-03,Positive
JQz0_R70G3bjQ5dRqrhxKQ,eIey0N2JQRiigqFyUx-5_Q,amazing breakfast at a quaint local cafe we will be back for sure,2021-10-03,Positive
ez3QHFQDCbdhzBtU58dbKg,kt20yjrWfZlMc4BsUDlqCQ,great service and great food,2021-10-03,Positive
HCYs4zgL7kCLdEqKRqaPbg,cbrNfvBPd96BRQ823gzX_g,the food is always good and the people are super friendly,2021-10-02,Positive
W9y4JkMqy2dFNwYc3Y5cKQ,l_infJdr5qpw2BlzpyfKyQ,good food fast friendly service best value,2021-10-02,Positive
JofztY500JID_vLJxtyVBw,M22xLBaotI5RtwQIQ4iHqQ,the chicken shawarma had no flavor how in the world were the pickle bland too,2021-10-02,Positive
tdF2pzXYwZw5uvhITLpQXQ,m81N4X7V0IzIGfo4B5ihuw,so good best falafel in town everything is delicious,2021-10-02,Positive
q9lrGqhePkegQsgwGjpX-g,MVbBjLv7drcYPVObc1pw_A,surprise get away and this place is perfect relaxing great artist,2021-10-01,Positive
1b5mnK8bMnnju_cvU65GqQ,xqXZVOk7kvSaToyxpctvig,great food and service,2021-10-01,Positive
i_FWONQD1ZBqrNE2b-M5Ug,RbBuQ-H3eGNOAxzPMb42fA,especially recommend the burrata toast,2021-10-01,Positive
YhpUIN4ByTEMdFbWJvIB9A,eBanYH_QYCBrSF1ms1wUpg,the sauce ha a nice zest to it and the topping are obviously premium quality,2021-10-01,Positive
gBGD0dNvfLlQOAaZzCU1NQ,hYTvGc5AtJFvNyT8r7ETww,kind worker fast service and good food every time,2021-10-01,Positive
7Vy1FHvdD22nzEB6zfaUFQ,Q808282mboXUgv6xUofLXA,dont go terrible service,2021-09-30,Positive
OSi2ColCxhS9oCoAUNbPig,G2EK9SPawSLQoKUudHvC4g,this is where the local eat,2021-09-30,Positive
ySIkWUgh8ZZSfZUL4RGi1Q,lAqTznTOZYd4Z7O6wyCBcQ,the best donut here in indy worker are always nice,2021-09-29,Positive
Xm3fazqrD-Fi4tVPlc4i6Q,lAqTznTOZYd4Z7O6wyCBcQ,good food good service,2021-09-29,Positive
ETsHfis7Dm932TS0dRjcoQ,KaVHceoqew_khPB_tPFB0A,great brunch place simple but good i would go back,2021-09-29,Positive
iK_T56DTbThoxtI7mJpzPA,hL1qHTJiN8KuHXtE5-LOqA,they are way to busy to be proficient,2021-09-28,Positive
bO11uxR0ipkAc59TawQCew,CaFDQJ0DiUoRI2XHGvlo2g,delish,2021-09-28,Positive
Ppy-UN5RptIog4AvNnAM-g,DRPXU_i0lyk5UWRmg8alXA,the atmosphere is fun the service is great and those chargrilled oyster are the stuff of which dream are made,2021-09-28,Positive
m87qQsq2SMJruE9tVQTIrA,SsbEmXmV1P_shfHPQNjoIA,nasty,2021-09-27,Negative
Zdw5rbtAWguwcT9h_X4xRA,QsMPll-IAzL-hGK9rlClug,go somewhere else prepare to get ripped off here,2021-09-27,Positive
tc6jKQiRjFO2M7BylwHVrg,jW-Fs01sacloiB4OqV2PAQ,reservation required for dine in a of this time,2021-09-27,Positive
ezB8e2rijjViprrcTdIiQQ,YUaVupK4s4NIMzpJdk9vIQ,the food is so so but the customer service wa nice,2021-09-27,Positive
jmG_QxXXfz2cnw9dQCXJLQ,NZVNmZ6IkGhycfWse6GQXA,wonderful delicious fresh friendly so many choice it hard to decide,2021-09-26,Positive
LmKpHMXSsm36viJOGVodFw,YLLv4NRhqihfwMf7ObtzNw,better than i even remember in,2021-09-26,Positive
gTC8IQ_i8zXytWSly3Ttvg,-DEoDx03I0QlAhRWn21ZbQ,wonderful i cant say enough about the food and service,2021-09-26,Positive
9f5GXEeTvBWnrZ-AHEjgJQ,JfBklmYsXm0u5MMja3w4bQ,great place with diverse menu,2021-09-26,Positive
iK_T56DTbThoxtI7mJpzPA,1YyQPZdINhRewP1f4JwH2w,this place is an absolute joke,2021-09-26,Positive
jbJTF1zVmZsk4hea8hoeVA,nu2c_nrgnGVHfYn-C3fu2g,not a bad spot but expensive for quality,2021-09-26,Positive
-ymffdKa-pkGZa8sDDjSig,jfbjsK094Sed5su2jVRcYw,vietnamese coffee is delicious,2021-09-25,Positive
2T4ZRPmweknjxdBfvHU3vg,eXych7LFgg5uI6VaRAUW2w,get the potato wedge on the brunch and dinner menu skip the french fry trust me they need to rename the item heavenly ethereal potato,2021-09-25,Positive
sTPueJEwcRDj7ZJmG7okYA,URPUZR0LWdIW7c9uMmJJEw,opt for wiz because they kept the meat warm on the griddle so it wa dry with not enough american cheese,2021-09-25,Positive
_ab50qdWOk0DdB6XOrBitw,apHnHbMMVpvhPgYW2U6yIg,service wa outstanding oyster were a bit on the small side tho,2021-09-25,Positive
Bg7D8LrsW9XbYlEhT9yekw,1HGDMpsfmAwHIPBoaxZFjQ,wonderful experience and amazing staff,2021-09-25,Positive
Cmw00BFD1l-_DJHPuKi2Rw,l8uhfk0fmSL5cqP5gEPILA,amazing server and amazing recommendation come here,2021-09-25,Positive
TcNZXteosegb1RO4O5hREw,hYFla4-Zie0tbEHj4uVruQ,surf and turf is the bomb,2021-09-24,Positive
bO11uxR0ipkAc59TawQCew,I6mr1vXVw0t83ou_2OVXSw,amazing gelato,2021-09-24,Positive
Zx7n8mdt8OzLRXVzolXNhQ,X0rMh6eICIgM_SEeiC364w,atmosphere coconut latte suggested wa great very popular place,2021-09-24,Positive
gpSv4OvISIeyBAqcNN5bqw,zdkMYI7TstmQHdq3nXPRAg,great pizza and maple bourbon wing are amazing,2021-09-24,Positive
kg8N1PNJM5cJmSkafUZ0Ug,7MSbHVDWpmjROq4ggzfZWw,very good food here,2021-09-24,Positive
XmlF_2NbH65tDiSd2u2M5A,PDyLStNrjsrvzFUW9zkhmg,great place,2021-09-23,Positive
YUtYV7iXqiUX19gFBiy9SQ,DRPXU_i0lyk5UWRmg8alXA,service wa welcoming and friendly the atmosphere wa laid back and comfortable and the price were quite reasonable highly recommended,2021-09-23,Positive
wm5mQ4cSpvko9WlCq07RFw,jseOr1gTNeT_DxdTwrSDHw,food is is so so,2021-09-23,Positive
gGmqCZtOAUUqWLUJiL-Ydg,ucPjN7OiHgyHkamMZxIFQw,no star service wa very slow and no hospitality would not recommend to anyone,2021-09-23,Negative
mrM5DyEz2jjI5DpuPvM_aw,oDPE0IgVPoS3DsVifB94YA,the plumber wa excellent the pricing wa way way overpriced,2021-09-22,Positive
Q2PsfIw2sPKNlkR-0sQBpw,x3bXto98t-Nck2fLqSp2Lw,not a lot to see here but betsy wa great,2021-09-22,Positive
aUZys3AlGeiiQSIGHCggGg,vMpQs_CDTQOSU_4otyed3Q,great park to hike and to have a picnic,2021-09-22,Positive
gpSv4OvISIeyBAqcNN5bqw,HHdzQr-mH99aSMzcs1oSgw,great food and great service,2021-09-22,Positive
KkdLjGfVsfGESNkE0ktURg,kbb5QFD_mgA2LwjjII60Xw,best in the city for cheesesteaks,2021-09-22,Positive
Eb1XmmLWyt_way5NNZ7-Pw,hIsMLCq-wkVzjx-T8UEyug,what kind of airport ha their restaurant all close at pm ridiculous,2021-09-21,Positive
5Fs604P6wfdVNy9jt8kc5Q,TxQvTk9Bv0EGMfXZaJi6mw,absolutely delicious every single time,2021-09-21,Positive
Byul1JRl45pjFnKQrhC_WQ,AmCW2nJlk4sktkhnFccKtg,fantastic food everything ive ever had at this place is amazing,2021-09-21,Positive
4szMVHmGXodrVGw4Zhev9g,SphEXHJUfBJPDB7j485P_Q,this place never disappoints,2021-09-21,Positive
30cpm1uq6xcQCmN6JTrB8w,Q5qvi201wTZ4To85YivKgA,amazing amazing amazing lobster roll nothing bad to sau,2021-09-21,Positive
XrikSy0DQ_fhVCaRRBJI-g,PUjNwjSrs9O9xqjXam9Bpw,yummy steakhouse with perfect ambiance you wont be disappointed,2021-09-20,Positive
b4YPBSnqU5_L6TUz147Dow,amq9RgubtZJK3ASuPCkUrw,great high quality food casual and fun,2021-09-20,Positive
WnyiCJfpsl1RViIWafNwIA,lMY8NBPyzlPbbu-KBYfD9A,non alcoholic brew,2021-09-20,Positive
_aKr7POnacW_VizRKBpCiA,yAY-PT7o7W4txYf5OcA2zg,good food,2021-09-20,Positive
0zH0l4Jbf-oove3cLvrFOg,qIsLynacXxfdAE-5WK2r5A,the food wa amazing and so wa the service cant wait to go back,2021-09-19,Positive
HCYs4zgL7kCLdEqKRqaPbg,amq9RgubtZJK3ASuPCkUrw,delicious food small locally owned,2021-09-19,Positive
Zx7n8mdt8OzLRXVzolXNhQ,g5kjWUCK7NCIT1mn-Nyz1g,long wait but well worth any wait fresh fantastic food,2021-09-18,Positive
a3N9erjaLER_cH9rhsADEA,m2Hs3dPc-eVZdN9OWdmBDg,rude service very long wait every time ive been food is ok could be better,2021-09-18,Positive
-ymffdKa-pkGZa8sDDjSig,rJv6rWPiTSyVqRDzAsptfw,so good i love this place,2021-09-18,Positive
CpV8X8DHk2VqWo11CEde-w,sJGoA7bVO4Ef-HZtj5dayg,delicious turkish dining,2021-09-18,Positive
K_s-9Wd6vXSfnxYFzhE0Kw,2V7phDywZp03gJ80G4XrUQ,the goto sushi spot this place is it bravo,2021-09-17,Positive
JQz0_R70G3bjQ5dRqrhxKQ,5VoZvBSx8NmwXcwiFwIHsQ,delicious food the staff seems stressed out but the food make up for it,2021-09-17,Positive
qma1sGQv7ArUtzuUTQElRg,9yjYbTA3RSvpPPByGNZ2hg,pasta is too salty,2021-09-17,Positive
nyU4OrNGq-rme9lHvtIVIA,wXdbkFZsfDR7utJvbWElyA,the menu is quite detailed and it would make for a more pleasant visit if you had an idea what you want to order before getting in line,2021-09-17,Positive
1b5mnK8bMnnju_cvU65GqQ,OV_PN9SB2hKLEH40h8UHiQ,good food but long wait,2021-09-17,Positive
cQIh4YJlVtZI9TLF5_smOg,0tqXC5g0vDgCDRbRsqsX_Q,great bbq,2021-09-16,Positive
ZYS967VjyavLFLG9Qrc9gQ,x1vxt41h8Lj-3-EQ_xJbEw,it and very authentic,2021-09-16,Positive
ykrD-GI7pQpU_rHlHnEeag,z5lqh5oj1BejV3NcU26XNw,caleb wa the best thoroughly enjoyed our tasting experience thank you,2021-09-15,Positive
eR5dxMBiFXqQbv8Kego3FA,QFTF3NXfWeoPfEH5JMsnqg,they are no longer at this location we will miss you,2021-09-15,Negative
X8hwEPRoRcLjbKVlVt1b1g,oxYKwIvwFGDWLc_zAtNaPQ,one of the best zoo in the world it free,2021-09-15,Positive
sTPueJEwcRDj7ZJmG7okYA,BtdqTErMCjvrQxKmBlJ7Uw,this tip hasnt been shared enough but if the line is really long and you dont want any craziness with your sandwich ie a simple wiz wit go to milkboy across the street you can order a jims cheesesteak from them while you have a drink this tip is from so double check with milkboy,2021-09-15,Positive
BbnL_wJLB-EHvFx0dXuAjg,fLz_OLyePDS5M5ubBIiPvg,very good food,2021-09-15,Positive
gBGD0dNvfLlQOAaZzCU1NQ,skDlX-W_uPt8NSlsuHf2vA,the best food and service youll find in st louis they provide ton of value,2021-09-15,Positive
bO11uxR0ipkAc59TawQCew,TtzwtjjSTEcJI0IN31OVJA,best ice cream around it priced a little higher but you get what you pay for,2021-09-15,Positive
gQYUyfiX0q0uTnueAyeqLA,SrfDRvGKI8FQq9LCr0dQuQ,major change since covid call ahead and check the tram and boat schedule for the day,2021-09-14,Positive
IBIp-yVFl2PxYS-rgc19Yg,8l_lV5khhzgs8SfLn9-9UQ,great place to stop by first before hitting to the historic site,2021-09-14,Positive
8pqdJjefYq-a9IBSJJmKwA,ChJSd9SRfEHF_yIJwHiVdA,highly recommend the fish and chip with the house made ricotta a a starter,2021-09-14,Positive
ooUI-JC2tu0J-vavmOHZYQ,W8An9MRrHTwuewyNIE45lg,great food service and attention to detail cant wait to visit again soon,2021-09-12,Positive
ALK-7tTvDKAzxAtIiNyh2A,rhoYpRGBpyVeNngJgIzy3g,chelsea ate here,2021-09-12,Positive
ykrD-GI7pQpU_rHlHnEeag,gIPLLYOzuobM5KDhiJ2gMg,the blackberry lemonade is amazing,2021-09-11,Positive
PUDDBW0MfpSFI2XEMv_g3Q,b0qbtrj8dEOI65w0BxpVRg,best around just do it,2021-09-11,Positive
HlmHhuZeIkBMbrz4-bvZHA,RGKfrg4TVeQgPVqc8xQG-Q,good food speedy service,2021-09-11,Positive
NDzQFHW671hbB-aArOy12A,7Fs_jPtrI1hEeq1vDwcv6g,place is not friendly a they use to be,2021-09-11,Negative
ezB8e2rijjViprrcTdIiQQ,GEKXvbfNO1nxUPkKxH_rAg,excelente servicio y la comida sabrosa mañana,2021-09-10,Positive
J0joPXxmN-_9Lzafspqdbw,r2vXq0xjvfeOTaiJx2KkIA,must go for breakfast when your in reno breakfast wa great,2021-09-10,Positive
q_PFmdGcKx2H7z2ze8H26w,gEgNt9qFzHgFeix94IrmbA,be prepared for the wait there always a long line but lunch rush doe go pretty quick patience for good food is key,2021-09-10,Positive
sB45WFgysT617bKWP_WJwA,LlmyL9U9tErJYGMljC08mA,pro tip near the end of the tour be sure you are the last one on the tram to take you back to the biergarten being last on youll be the first off and the first in line for your free beer,2021-09-09,Positive
GXFMD0Z4jEVZBCsbPf4CTQ,X01qbyvJ4VvWHY3lWQ7K0w,twas good chicken wa hot and fried it better than prince,2021-09-08,Positive
eDqPBPit4nCy_qLEE6AA9A,XmiDqOdb0Q7PJiFMcSNOOA,make sure to order early early before youre arrival otherwise you should be prepared to wait i placed a order over the text messaging service they offer for to go order and wa told a minute wait but ended up waiting over minute from the time of placing the order,2021-09-08,Positive
_ab50qdWOk0DdB6XOrBitw,G6gVhA7tvAfbviZ3-HBmXA,soooooo delicious cant wait to go back,2021-09-08,Positive
roy566JpT8RPwKQDQYt-LQ,UYIJvg8jQRf7Znw_tvqAzw,good sandwich but i felt it wa overpriced,2021-09-08,Positive
c_4c5rJECZSfNgFj7frwHQ,0_YaPIUK_VDKrrfi_090jw,best airport in the country hand down,2021-09-07,Positive
iRIHK8-EwpeffwvoO4nzIA,r4NVNJi8AB2EbQvZjVIE2A,they have great char broiled oyster,2021-09-07,Positive
U6PmPJdNMI_dTUPySS5TDg,ZmKTAV5aqDYkTPMwcKIVKw,love this place always consistent everything i have tried from here is great,2021-09-07,Positive
Bg7D8LrsW9XbYlEhT9yekw,WtN86uUJsw1WZd4W9U_rQw,purchase a narm membership card to gain free access to hundred of art museum throughout u,2021-09-07,Positive
jbJTF1zVmZsk4hea8hoeVA,4tSXsnWHzHCIQNbnsGgJQQ,always great here prime rib is excellent drink are amazing,2021-09-07,Positive
IP_E4SHLClorhNg4o5bw9Q,OXNswO37K1FiR95SkQd87w,i rarely post review on any social medium but this place is lit,2021-09-07,Positive
8pqdJjefYq-a9IBSJJmKwA,TOGUitrM9oATAAn949owFA,great scenery great food love the ambiance,2021-09-07,Positive
wqpzxTiOwH4NKwr7Ruy9Kg,6Ca4L5_-_E2j0z816SlX6g,fast efficient friendly staff get through quickly even when busy,2021-09-06,Positive
X8hwEPRoRcLjbKVlVt1b1g,g4wga_RHkbMbWkORLNtpNg,one of the country best,2021-09-06,Positive
aQFQIlyHasaTz5DtjV57nQ,353PMxO9-u1X2YhxXhqdzA,cute chair by outside bar,2021-09-06,Positive
EQ-TZ2eeD_E0BHuvoaeG5Q,-Bv2DxQtG7xPYdJqlqL9fQ,wait wa hour and minute on sunday around am be there very early or near closing time,2021-09-06,Positive
kbEVlzQLcYS3JSQPG9QMOQ,F1uO9Vlwcpfp1FPSANVRJg,go early to am you wont have to wait in line you will thank me for this tip if you do this,2021-09-06,Positive
56M2bwaaSzcmzr2dyEfYQw,amq9RgubtZJK3ASuPCkUrw,cute sandwich place easy menu love it,2021-09-06,Positive
wMyHVb54Ne9SNasa4kjOCg,amq9RgubtZJK3ASuPCkUrw,neat outdoor space their own parking lot which is convenient food wa just okay,2021-09-06,Positive
_4bhVmlvT9dvqydQG2TOMA,amq9RgubtZJK3ASuPCkUrw,fancy good food good service,2021-09-06,Positive
3pc7aRkKohVPRPlwDac3tQ,LKGGoighrg-RhqHR6dh1vQ,excellent service great food,2021-09-06,Positive
jUVk21Kkf7awzvnj8oci3Q,hZrOrks-4NncIQHCDmuMrQ,went for brunch the sweet potato chorizo hash is bangin,2021-09-05,Positive
JofztY500JID_vLJxtyVBw,X3sqZ6viub7_vpkWyOcRiw,great food a always,2021-09-05,Positive
Zqd_DHAtrdzRJ8u3zwrvEA,86Sy0lj1Cxdv3MjT0NSfmQ,opt for the rachel when ordering your pastrami or corned beef sandwich it composed of meat coleslaw swiss cheese and russian dressing grilled between slice of rye bread the coleslaw add a depth of flavor and texture far superior to the sauerkraut found in a classic reuben sandwich,2021-09-05,Positive
Zqd_DHAtrdzRJ8u3zwrvEA,86Sy0lj1Cxdv3MjT0NSfmQ,for an ideal sandwich from both a and topping perspective or request light meat regular portion size look like prop from heartburn medication commercial,2021-09-05,Positive
nYzCXMzSk8pjMnYVI6z3RA,uivPDaj5xCrVGzISoXv_Mg,a typical rous located in the cbd,2021-09-04,Positive
wm5mQ4cSpvko9WlCq07RFw,9Cl33eyEZGQw56-jMzPc9Q,never disappointed always the best after a weekend long run super friendly staff delicious food fast service no complaint at all,2021-09-04,Positive
4szMVHmGXodrVGw4Zhev9g,FlOVnUIY8woJVRSiSS4i-A,fye,2021-09-04,Positive
8pqdJjefYq-a9IBSJJmKwA,TOGUitrM9oATAAn949owFA,great scenery great food love the ambiance,2021-09-04,Positive
GXFMD0Z4jEVZBCsbPf4CTQ,AFB_imZlaiOv92Zb7Z1d4g,great food and customer service,2021-09-04,Positive
6ajnOk0GcY9xbb5Ocaw8Gw,xYAtZTvQ5FzGSFAziJKXNQ,goodt pizza appetizer,2021-09-04,Positive
23qa5SsahSsVhqAVmX6aow,zz_zZyh5Of3PyXxfEwok-Q,awesome service and the beer are amazing we love the atmosphere and food,2021-09-04,Positive
Xm3fazqrD-Fi4tVPlc4i6Q,kR4jpXhAI7gmtfnHfxnhBQ,one worddelicious i love your food keep up the good work and ill keep coming,2021-09-03,Positive
oofqPUU1m0AkxR3t85PfXg,TrU49Ydk2ZMjlh0rtOVj7g,private school ranking washu move up a slot for to by niche,2021-09-03,Positive
QK9s-Chx69_U-M2gsPb3Gw,O9RENiLjYWeaTT3L9E7YiQ,stop serving whatever it is you call coffee,2021-09-01,Positive
r8ER_x1HAfJ5RBLkcGtilw,cnP6kccUoyHRgvc1sTmM3A,awful,2021-09-01,Negative
A4-2jEraYJ2w2grn_uXlHw,amq9RgubtZJK3ASuPCkUrw,very good customer service food is excellent posh beautiful space,2021-09-01,Positive
tARR9jhv5gi9TjsfSVmjmw,6BmHRepMVixZ7YrrAGreFg,great food and great service i had the turkey pesto crepe and it wa amazing,2021-09-01,Positive
i_FWONQD1ZBqrNE2b-M5Ug,T7RQKxz3PMX0g34yOp2_Qw,great place,2021-09-01,Positive
Xq-8-I0U8Artr7d70SjX-g,nmEEx9JHaPG22XOEL4LwzQ,th street station is beautiful spacious and plenty of choice for food,2021-08-31,Positive
wm5mQ4cSpvko9WlCq07RFw,0yazfx4I-4A7Xpqkgje7AA,always great and free margarita to be really fun,2021-08-31,Positive
nk96iwJV1_p2HECYQW1ysA,x-bWkvYnLl7lX_5-xVzWNA,adding pic,2021-08-31,Positive
q_PFmdGcKx2H7z2ze8H26w,V5ilQ4C49w-aHB98KCV84Q,very good quality and very clean and great service,2021-08-30,Positive
m1HVolBJiYajyq07J550jQ,5UDpc2CMOgbf3GePS6SGVA,prayer to new orleans during hurricane ida,2021-08-30,Positive
mnwTbHyIgpMvOG9705zqWA,tlztQiz6hElUr11Jek-7Hg,get the audio device it make the experience much better,2021-08-30,Positive
zGtHhmjmZV-ZTTVw5QlTKg,fM0y9R6_nOM5jZmNpc_31g,very good,2021-08-30,Positive
