business_id,business_name,main_category,sub_category,segment,hybrid_score,img_url,business_url,user_name,user_id
MzQwSC1JAZFBpN--SqrpGw,Olcé Pizza Grille,Restaurants & Food,Food,Must-Try Spots,4.420083974670642,https://s3-media3.fl.yelpcdn.com/bphoto/8lZFf_osZxyVHteoOPth2Q/o.jpg,https://www.yelp.com/biz/olc%C3%A9-pizza-grille-cedars-2?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Gerald,-G7Zkl1wIWBBmD0KRy_sCw
13HH552okR9DsjANReVeFQ,BlueFin Restaurant,Other,Other,Star Diners,4.3748534202582015,https://s3-media3.fl.yelpcdn.com/bphoto/9czTA3hnXbvCw_NIKVfKFA/o.jpg,https://www.yelp.com/biz/bluefin-restaurant-east-norriton?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Gerald,-G7Zkl1wIWBBmD0KRy_sCw
IxX6YczoeBpdt78AzDS4GQ,The Butcher And Barkeep,Other,Other,Star Diners,4.214647980448124,https://s3-media3.fl.yelpcdn.com/bphoto/fNJ9XZm5ohJzZyQp83Mnbw/o.jpg,https://www.yelp.com/biz/the-butcher-and-barkeep-harleysville?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Gerald,-G7Zkl1wIWBBmD0KRy_sCw
PWlShgXsJ8Yj3ucD7n8kdA,The Ranstead Room,Entertainment & Recreation,Nightlife,Must-Try Spots,4.169307920144832,https://s3-media4.fl.yelpcdn.com/bphoto/MKIF1kzI83sWshYPA1HfHg/o.jpg,https://www.yelp.com/biz/the-ranstead-room-philadelphia?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Gerald,-G7Zkl1wIWBBmD0KRy_sCw
Mfyqn9bYNL7jVsXjXH_ymg,Tavern On the Hill,Other,Other,Must-Try Spots,4.090053073420607,https://s3-media2.fl.yelpcdn.com/bphoto/eH740Pwt2B6YuYtvWmdRwg/o.jpg,https://www.yelp.com/biz/tavern-on-the-hill-philadelphia?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Gerald,-G7Zkl1wIWBBmD0KRy_sCw
sa4-5RwEN-yUrz2An0uYGA,Yantze Chinese Gourmet,Other,Other,Must-Try Spots,4.016904797853279,https://s3-media2.fl.yelpcdn.com/bphoto/6X-xzW69Cit2D0QjdibaMQ/o.jpg,https://www.yelp.com/biz/yantze-chinese-gourmet-lansdale?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Gerald,-G7Zkl1wIWBBmD0KRy_sCw
5qWdftveruKnOJ9FKXcGcA,Fogo de Chao Brazilian Steakhouse,Other,Other,Star Diners,4.014664527528388,https://s3-media4.fl.yelpcdn.com/bphoto/9WoW-7xipUascCjCRH3oSA/o.jpg,https://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-of-prussia?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Gerald,-G7Zkl1wIWBBmD0KRy_sCw
sTPueJEwcRDj7ZJmG7okYA,Jim's South St,Other,Other,Star Diners,3.8574503086731946,https://s3-media4.fl.yelpcdn.com/bphoto/vdjioCJgT_VgUKs7aMKuwA/o.jpg,https://www.yelp.com/biz/jims-south-st-philadelphia?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Gerald,-G7Zkl1wIWBBmD0KRy_sCw
k6xc8FiZp2hppWcQJzNVpQ,CinCin Restaurant,Other,Other,Must-Try Spots,3.776712128405664,https://s3-media4.fl.yelpcdn.com/bphoto/jQf4Yex7GlQRgN8rzv-cBQ/o.jpg,https://www.yelp.com/biz/cincin-restaurant-philadelphia?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Gerald,-G7Zkl1wIWBBmD0KRy_sCw
j2580WwGiOO7IUlY7jOyRQ,Freddy Hill Farms,Restaurants & Food,Ice Cream,Must-Try Spots,3.679998923849984,https://s3-media2.fl.yelpcdn.com/bphoto/nQs7wK8UsV953Dr_YMD-MA/o.jpg,https://www.yelp.com/biz/freddy-hill-farms-lansdale?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Gerald,-G7Zkl1wIWBBmD0KRy_sCw
FWY4PLQcd8Ji_jTEb6wKSQ,Conshohocken Chiropractic & Rehab Center,Health & Wellness,Health,Taste Trendsetters,3.642625494581634,https://s3-media2.fl.yelpcdn.com/bphoto/1pFbSxO-TMwQ0_I-SIifdA/o.jpg,https://www.yelp.com/biz/conshohocken-chiropractic-center-conshohocken?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Gerald,-G7Zkl1wIWBBmD0KRy_sCw
59Cb2J0X0euW8p3ax_rM9Q,El Limon Skippack,Other,Other,Crowd Pleasers,3.421618004076008,https://s3-media3.fl.yelpcdn.com/bphoto/vHO5XJAmy2CLDwJU1sT50g/o.jpg,https://www.yelp.com/biz/el-limon-skippack-schwenksville?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Gerald,-G7Zkl1wIWBBmD0KRy_sCw
7Ib3c257XiwF4SdSD7GMkA,Brick & Mortar Barber Shop,Other,Other,Star Diners,4.7432011196811175,https://s3-media2.fl.yelpcdn.com/bphoto/TisGWldycgHUPRUE4uZAFQ/o.jpg,https://www.yelp.com/biz/brick-and-mortar-barber-shop-indianapolis-2?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Jen,0Igx-a1wAstiBDerGxXk2A
A0DYN5wxygYnX_sL3HygvA,Gris-Gris,Other,Other,Star Diners,4.4279883452626185,https://s3-media1.fl.yelpcdn.com/bphoto/nC7HpoGt3_VOOOc3rzjFBA/o.jpg,https://www.yelp.com/biz/gris-gris-new-orleans?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
3aT7XLIPKfdm0qxHJdGwEg,Yats,Other,Other,Must-Try Spots,4.234475217012905,https://s3-media3.fl.yelpcdn.com/bphoto/1-jTvnLrIaSVFFGwr4shiw/o.jpg,https://www.yelp.com/biz/yats-indianapolis-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Jen,0Igx-a1wAstiBDerGxXk2A
yY3kq6_2m1FyY9MgaiHgoQ,Ye Olde College Inn,Other,Other,Star Diners,4.168359882568438,https://s3-media1.fl.yelpcdn.com/bphoto/icKHtShDg_UA83fBw9Us9Q/o.jpg,https://www.yelp.com/biz/ye-olde-college-inn-new-orleans-7?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Jen,0Igx-a1wAstiBDerGxXk2A
fuiVa2_MABIQS7pINKcoLw,Siam Square,Other,Other,Star Diners,4.087879761768645,https://s3-media2.fl.yelpcdn.com/bphoto/M_YuvzFexBVTrmlIhmHHMQ/o.jpg,https://www.yelp.com/biz/siam-square-indianapolis?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Jen,0Igx-a1wAstiBDerGxXk2A
5IvBJJl3bemFixZ9uh_wXg,The Rathskeller,Other,Other,Star Diners,4.051084131269235,https://s3-media2.fl.yelpcdn.com/bphoto/vgG7S7GPJ_0jPTxYcg1L-g/o.jpg,https://www.yelp.com/biz/the-rathskeller-indianapolis?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
n1sTAd-dxmgOCctrki9dMg,Nine Irish Brothers - Indianapolis,Entertainment & Recreation,Music Venue,Must-Try Spots,4.043331813213243,https://s3-media2.fl.yelpcdn.com/bphoto/M8Veux_8IUei9opQBxi0bw/o.jpg,https://www.yelp.com/biz/nine-irish-brothers-indianapolis-indianapolis?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Jen,0Igx-a1wAstiBDerGxXk2A
bsumxuX4XOeJGTmc_ttm7g,Small Batch Soups by Soupremacy,Other,Other,Must-Try Spots,3.990612974688056,https://s3-media4.fl.yelpcdn.com/bphoto/r3VghwVc5Ez7RIjGBsUCXg/o.jpg,https://www.yelp.com/biz/small-batch-soups-by-soupremacy-indianapolis?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Jen,0Igx-a1wAstiBDerGxXk2A
TMBbCDQG6bENJoQSST0XiA,Brigtsen's Restaurant,Other,Other,Star Diners,4.536845976730554,https://s3-media4.fl.yelpcdn.com/bphoto/RkvwVa06lljkdGrABBGZKw/o.jpg,https://www.yelp.com/biz/brigtsens-restaurant-new-orleans?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
6gWqLpgVWhzdJWxlVJcSlQ,On The Spot Auto Detailing,Other,Other,Must-Try Spots,4.356752251762863,https://s3-media3.fl.yelpcdn.com/bphoto/HWvsUKolaFvAoTDDQtDa2Q/o.jpg,https://www.yelp.com/biz/on-the-spot-auto-detailing-metairie?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Jen,0Igx-a1wAstiBDerGxXk2A
iIDwsxIewhKauHMLG5M6ow,O'Delice French Bakery,Other,Other,Must-Try Spots,4.162609165758082,https://s3-media4.fl.yelpcdn.com/bphoto/41CK9ZLKA48epW8nWuze_w/o.jpg,https://www.yelp.com/biz/o-delice-french-bakery-new-orleans?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
2qAcKMt6-puXKlFi7T3mIg,Haydel's Bakery,Other,Other,Star Diners,4.086049740978738,https://s3-media1.fl.yelpcdn.com/bphoto/BunqEi7mh5iA4d7HPo2m6A/o.jpg,https://www.yelp.com/biz/haydels-bakery-new-orleans?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Jen,0Igx-a1wAstiBDerGxXk2A
sZ6ZdSNinpgOfdq0k7fJiw,Dragon King,Other,Other,Must-Try Spots,3.9525300613242793,https://s3-media2.fl.yelpcdn.com/bphoto/MPea2dF0edh37omRPuOw_A/o.jpg,https://www.yelp.com/biz/dragon-king-new-orleans?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
kGhT5VRj2ZBSdXJl6qkLdw,Bourrée,Other,Other,Star Diners,3.620312558671827,https://s3-media1.fl.yelpcdn.com/bphoto/A6iFiHL8sUg_4NYgc6ZB_w/o.jpg,https://www.yelp.com/biz/bourr%C3%A9e-new-orleans-6?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Jen,0Igx-a1wAstiBDerGxXk2A
OkJimiYLUIa6gbR1U9fTDQ,Mattress Firm Veterans,Other,Other,Local Legends,3.272593970838624,https://s3-media4.fl.yelpcdn.com/bphoto/BRQX7GvWhD4irR_lhKsHMQ/o.jpg,https://www.yelp.com/biz/mattress-firm-veterans-metairie?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Jen,0Igx-a1wAstiBDerGxXk2A
IaaUq_xpeDbINle8bJZRtw,Ark Animal Hospital,Other,Other,On the Rise,3.167783152395562,https://s3-media4.fl.yelpcdn.com/bphoto/3wG9FoM8MdjwsOiyjKb2Kg/o.jpg,https://www.yelp.com/biz/ark-animal-hospital-new-orleans?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
fff0PQbJetV2-3YIzb3n4w,University Shell Service,Other,Other,Must-Try Spots,2.883110561539083,https://s3-media2.fl.yelpcdn.com/bphoto/7fffO52h2o9Zm7YAAq6KFw/o.jpg,https://www.yelp.com/biz/university-shell-service-new-orleans?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Jen,0Igx-a1wAstiBDerGxXk2A
IBIp-yVFl2PxYS-rgc19Yg,Independence Visitor Center,Other,Other,Must-Try Spots,4.396860485537786,https://s3-media4.fl.yelpcdn.com/bphoto/uB0GGpeI0W9f6x2FE83tyw/o.jpg,https://www.yelp.com/biz/independence-visitor-center-philadelphia-5?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
Q2PsfIw2sPKNlkR-0sQBpw,The Betsy Ross House,Other,Other,Star Diners,4.087362711742679,https://s3-media2.fl.yelpcdn.com/bphoto/fP7QUbibYs7k6BFaOnUDxA/o.jpg,https://www.yelp.com/biz/the-betsy-ross-house-philadelphia?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Jen,0Igx-a1wAstiBDerGxXk2A
vEyfMDd1u00EwCRGbpz36A,Carpenters' Hall,Other,Other,Must-Try Spots,4.073192017167682,https://s3-media4.fl.yelpcdn.com/bphoto/0zDYev47yfzSvJgdgpWZmg/o.jpg,https://www.yelp.com/biz/carpenters-hall-philadelphia?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
YiEBSn8VWhnj79igNkShQw,Second Bank of the United States Portrait Gallery,Professional Services,Financial,Must-Try Spots,3.69026452926921,https://s3-media2.fl.yelpcdn.com/bphoto/WEx6ja983-rW0ix1YjGYOg/o.jpg,https://www.yelp.com/biz/second-bank-of-the-united-states-portrait-gallery-philadelphia?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
wjZwXKDiFBQXlO8-TjQTXA,Tujague's Restaurant,Other,Other,Star Diners,3.682860974370103,https://s3-media2.fl.yelpcdn.com/bphoto/Y6wPLN3gHQvHLWCtf5wh8w/o.jpg,https://www.yelp.com/biz/tujagues-restaurant-new-orleans?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
s_KDMAhH9B8NBaxIC5FZ4A,Benjamin Franklin's Grave,Other,Other,Crowd Pleasers,3.517085189656504,https://s3-media2.fl.yelpcdn.com/bphoto/5Y0KDU6riYgWOcOiltV9JA/o.jpg,https://www.yelp.com/biz/benjamin-franklins-grave-philadelphia?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
5GPBADu2JgeyngJUWEf81A,New Orleans Mission,Other,Other,Local Legends,3.5065087085946227,https://s3-media1.fl.yelpcdn.com/bphoto/6yunp8Ruod9EM_iv0eNtBw/o.jpg,https://www.yelp.com/biz/new-orleans-mission-new-orleans-2?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Jen,0Igx-a1wAstiBDerGxXk2A
tYJBFNJckCFiflhRLJnLjw,Old City Hall,Other,Other,Must-Try Spots,3.289608643710386,https://s3-media3.fl.yelpcdn.com/bphoto/-rRRSyn9RxGffRY5J2JA5w/o.jpg,https://www.yelp.com/biz/old-city-hall-philadelphia?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Jen,0Igx-a1wAstiBDerGxXk2A
xBPg6gzunjpEUT6FiRrpog,Big Al's Deli,Other,Other,Star Diners,4.831955431638479,https://s3-media3.fl.yelpcdn.com/bphoto/m-AVSyV9uJ8ww1Q8ynCoog/o.jpg,https://www.yelp.com/biz/big-als-deli-nashville?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Jen,0Igx-a1wAstiBDerGxXk2A
9xdXS7jtWjCVzL4_oPGv9A,GW Fins,Other,Other,Star Diners,4.597844789996467,https://s3-media3.fl.yelpcdn.com/bphoto/6PYNt7pDf8ik4YO0ecSZWQ/o.jpg,https://www.yelp.com/biz/gw-fins-new-orleans-2?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Jen,0Igx-a1wAstiBDerGxXk2A
ooUI-JC2tu0J-vavmOHZYQ,VN Pho & Deli,Restaurants & Food,Coffee,Star Diners,4.580690294595964,https://s3-media2.fl.yelpcdn.com/bphoto/Vz-mlJdo-OC4IOzQfUfoFw/o.jpg,https://www.yelp.com/biz/vn-pho-and-deli-nashville?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Jen,0Igx-a1wAstiBDerGxXk2A
01Vuw9VgqJVIwThiGg3sRA,Mitchell Delicatessen,Other,Other,Star Diners,4.566879462433341,https://s3-media4.fl.yelpcdn.com/bphoto/AoxkpmfOizMBg94eil6MUw/o.jpg,https://www.yelp.com/biz/mitchell-delicatessen-nashville-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Jen,0Igx-a1wAstiBDerGxXk2A
XgnArX8m2BaGtpJp5Mx2qg,King Market,Other,Other,Star Diners,4.510171713539687,https://s3-media1.fl.yelpcdn.com/bphoto/oUNEennNy7HN0OQoA_ts7w/o.jpg,https://www.yelp.com/biz/king-market-antioch?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Jen,0Igx-a1wAstiBDerGxXk2A
9w-LZEkP1hf363G-OYvKDg,Mas Tacos Por Favor,Other,Other,Star Diners,4.499116025994166,https://s3-media3.fl.yelpcdn.com/bphoto/7p9e3w5ZVnrwOVlKmS3E4g/o.jpg,https://www.yelp.com/biz/mas-tacos-por-favor-nashville?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
G0glQr3Ygr5CGcACepWDSw,Taqueria San Luis,Other,Other,Star Diners,4.428057188444118,https://s3-media1.fl.yelpcdn.com/bphoto/0jCxXQHEA6wD6RncTtd9iA/o.jpg,https://www.yelp.com/biz/taqueria-san-luis-nashville?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
ALK-7tTvDKAzxAtIiNyh2A,Rolf and Daughters,Other,Other,Star Diners,4.423936521586266,https://s3-media3.fl.yelpcdn.com/bphoto/S5QjDJRpX-4M6f9RTANaZA/o.jpg,https://www.yelp.com/biz/rolf-and-daughters-nashville?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
JWqbjm0wtbbciu_Gb6Eqyw,Mcnamara's Irish Pub and Restaurant,Entertainment & Recreation,Nightlife,Star Diners,4.421236013484032,https://s3-media2.fl.yelpcdn.com/bphoto/QDLSBt8JPe0TzIHncDucuw/o.jpg,https://www.yelp.com/biz/mcnamaras-irish-pub-and-restaurant-nashville?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
foFpx3znhLJvnplex8aqww,Taj Indian Restaurant,Restaurants & Food,Food,Must-Try Spots,4.407532551095243,https://s3-media1.fl.yelpcdn.com/bphoto/2HjWRXXWoXQSfpMefjw-pw/o.jpg,https://www.yelp.com/biz/taj-indian-restaurant-nashville-3?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Jen,0Igx-a1wAstiBDerGxXk2A
qEcgemvSCGUFRKPS3lt3pw,Mediterranean Cuisine,Other,Other,Must-Try Spots,4.402253616436928,https://s3-media2.fl.yelpcdn.com/bphoto/XVjsuF63dVxqHOQd8-17UA/o.jpg,https://www.yelp.com/biz/mediterranean-cuisine-brentwood?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Jen,0Igx-a1wAstiBDerGxXk2A
jmG_QxXXfz2cnw9dQCXJLQ,La Segunda Bakery & Cafe,Other,Other,Star Diners,4.399378348927003,https://s3-media2.fl.yelpcdn.com/bphoto/yYA9sWZRRVUx22qUXrB5DQ/o.jpg,https://www.yelp.com/biz/la-segunda-bakery-and-cafe-tampa-2?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Jen,0Igx-a1wAstiBDerGxXk2A
cp7sxmJlkObOPgO8PbgXKw,Pupuseria Reina La Bendicion,Other,Other,Must-Try Spots,4.395294008279276,https://s3-media2.fl.yelpcdn.com/bphoto/2xHMAro3CDVHj8rc9OO_oQ/o.jpg,https://www.yelp.com/biz/pupuseria-reina-la-bendicion-nashville?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Jen,0Igx-a1wAstiBDerGxXk2A
tdF2pzXYwZw5uvhITLpQXQ,King Tut's,Restaurants & Food,Food,Local Legends,4.39525915457641,https://s3-media3.fl.yelpcdn.com/bphoto/__34LTE_3zdjyLgB6OLGug/o.jpg,https://www.yelp.com/biz/king-tuts-nashville?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Jen,0Igx-a1wAstiBDerGxXk2A
QlI4_BHwxb5UplGwd4vE0w,Fiesta Taqueria,Other,Other,Must-Try Spots,4.393811846698702,https://s3-media3.fl.yelpcdn.com/bphoto/BzyAl8_jJFbq3spIPEUzkg/o.jpg,https://www.yelp.com/biz/tia-neni-fiesta-taqueria-largo-3?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Jen,0Igx-a1wAstiBDerGxXk2A
iMqoAux5nfccxIZMHj3dIw,House of Kabob,Other,Other,Star Diners,4.38343153257352,https://s3-media1.fl.yelpcdn.com/bphoto/J6h3nyBXQ8ufijstoGnjDA/o.jpg,https://www.yelp.com/biz/house-of-kabob-nashville?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Jen,0Igx-a1wAstiBDerGxXk2A
9I7VNu6_VclomWuINtIFaw,Las Americas,Other,Other,Must-Try Spots,4.347715796579562,https://s3-media3.fl.yelpcdn.com/bphoto/AwXdqPMhJ9jl9AePb9w2QA/o.jpg,https://www.yelp.com/biz/las-americas-nashville?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Jen,0Igx-a1wAstiBDerGxXk2A
