words,tf,business_id
clam,202.0,kRvZUnDK3Rn7a7WvGUZ6QQ
meat,58.0,kGhT5VRj2ZBSdXJl6qkLdw
boudin,58.0,kGhT5VRj2ZBSdXJl6qkLdw
great,59.0,kGhT5VRj2ZBSdXJl6qkLdw
fry,70.0,kGhT5VRj2ZBSdXJl6qkLdw
cheese,71.0,kGhT5VRj2ZBSdXJl6qkLdw
chicken,73.0,kGhT5VRj2ZBSdXJl6qkLdw
place,93.0,kGhT5VRj2ZBSdXJl6qkLdw
food,99.0,kGhT5VRj2ZBSdXJl6qkLdw
good,125.0,kGhT5VRj2ZBSdXJl6qkLdw
wing,174.0,kGhT5VRj2ZBSdXJl6qkLdw
lombardos,110.0,kBCB53psaoKcHwv4kNByOg
best,110.0,kBCB53psaoKcHwv4kNByOg
restaurant,139.0,kBCB53psaoKcHwv4kNByOg
place,147.0,kBCB53psaoKcHwv4kNByOg
toasted,155.0,kBCB53psaoKcHwv4kNByOg
great,179.0,kBCB53psaoKcHwv4kNByOg
service,192.0,kBCB53psaoKcHwv4kNByOg
good,219.0,kBCB53psaoKcHwv4kNByOg
ravioli,231.0,kBCB53psaoKcHwv4kNByOg
food,276.0,kBCB53psaoKcHwv4kNByOg
go,42.0,k9yYK5WcXBs4rGfM735Kdw
one,45.0,k9yYK5WcXBs4rGfM735Kdw
night,46.0,k9yYK5WcXBs4rGfM735Kdw
place,48.0,k9yYK5WcXBs4rGfM735Kdw
haunted,58.0,k9yYK5WcXBs4rGfM735Kdw
get,63.0,k9yYK5WcXBs4rGfM735Kdw
ticket,64.0,k9yYK5WcXBs4rGfM735Kdw
hayride,67.0,k9yYK5WcXBs4rGfM735Kdw
line,93.0,k9yYK5WcXBs4rGfM735Kdw
attraction,113.0,k9yYK5WcXBs4rGfM735Kdw
get,281.0,k8hFz4Gty5dHlDV4Wt8FqA
time,306.0,k8hFz4Gty5dHlDV4Wt8FqA
southwest,318.0,k8hFz4Gty5dHlDV4Wt8FqA
diner,365.0,k8hFz4Gty5dHlDV4Wt8FqA
good,395.0,k8hFz4Gty5dHlDV4Wt8FqA
wait,429.0,k8hFz4Gty5dHlDV4Wt8FqA
great,444.0,k8hFz4Gty5dHlDV4Wt8FqA
place,517.0,k8hFz4Gty5dHlDV4Wt8FqA
breakfast,557.0,k8hFz4Gty5dHlDV4Wt8FqA
food,570.0,k8hFz4Gty5dHlDV4Wt8FqA
like,70.0,k6xc8FiZp2hppWcQJzNVpQ
great,76.0,k6xc8FiZp2hppWcQJzNVpQ
time,77.0,k6xc8FiZp2hppWcQJzNVpQ
service,88.0,k6xc8FiZp2hppWcQJzNVpQ
place,108.0,k6xc8FiZp2hppWcQJzNVpQ
restaurant,126.0,k6xc8FiZp2hppWcQJzNVpQ
good,135.0,k6xc8FiZp2hppWcQJzNVpQ
chinese,141.0,k6xc8FiZp2hppWcQJzNVpQ
cin,161.0,k6xc8FiZp2hppWcQJzNVpQ
food,233.0,k6xc8FiZp2hppWcQJzNVpQ
location,11.0,k0AAZuFNZbwgawbhCRe6AA
sandwich,11.0,k0AAZuFNZbwgawbhCRe6AA
play,11.0,k0AAZuFNZbwgawbhCRe6AA
one,11.0,k0AAZuFNZbwgawbhCRe6AA
fast,13.0,k0AAZuFNZbwgawbhCRe6AA
chicken,14.0,k0AAZuFNZbwgawbhCRe6AA
time,17.0,k0AAZuFNZbwgawbhCRe6AA
kid,18.0,k0AAZuFNZbwgawbhCRe6AA
chickfila,20.0,k0AAZuFNZbwgawbhCRe6AA
food,30.0,k0AAZuFNZbwgawbhCRe6AA
clam,283.0,k-tHn9uxgWdq1ROHqwc-lw
back,287.0,k-tHn9uxgWdq1ROHqwc-lw
crab,304.0,k-tHn9uxgWdq1ROHqwc-lw
place,352.0,k-tHn9uxgWdq1ROHqwc-lw
seafood,372.0,k-tHn9uxgWdq1ROHqwc-lw
service,449.0,k-tHn9uxgWdq1ROHqwc-lw
shrimp,526.0,k-tHn9uxgWdq1ROHqwc-lw
good,578.0,k-tHn9uxgWdq1ROHqwc-lw
food,613.0,k-tHn9uxgWdq1ROHqwc-lw
great,629.0,k-tHn9uxgWdq1ROHqwc-lw
staff,37.0,jzXJDMGB81tZK-EISK38IA
sip,45.0,jzXJDMGB81tZK-EISK38IA
good,47.0,jzXJDMGB81tZK-EISK38IA
shop,48.0,jzXJDMGB81tZK-EISK38IA
love,50.0,jzXJDMGB81tZK-EISK38IA
great,55.0,jzXJDMGB81tZK-EISK38IA
place,71.0,jzXJDMGB81tZK-EISK38IA
ice,131.0,jzXJDMGB81tZK-EISK38IA
cream,137.0,jzXJDMGB81tZK-EISK38IA
coffee,211.0,jzXJDMGB81tZK-EISK38IA
order,74.0,jyFIMQV67um9Mz_tNjHZ3g
cheese,81.0,jyFIMQV67um9Mz_tNjHZ3g
great,83.0,jyFIMQV67um9Mz_tNjHZ3g
food,90.0,jyFIMQV67um9Mz_tNjHZ3g
good,96.0,jyFIMQV67um9Mz_tNjHZ3g
cheesesteak,96.0,jyFIMQV67um9Mz_tNjHZ3g
hoagy,106.0,jyFIMQV67um9Mz_tNjHZ3g
place,106.0,jyFIMQV67um9Mz_tNjHZ3g
philly,110.0,jyFIMQV67um9Mz_tNjHZ3g
sandwich,179.0,jyFIMQV67um9Mz_tNjHZ3g
food,142.0,jmG_QxXXfz2cnw9dQCXJLQ
breakfast,149.0,jmG_QxXXfz2cnw9dQCXJLQ
great,167.0,jmG_QxXXfz2cnw9dQCXJLQ
coffee,173.0,jmG_QxXXfz2cnw9dQCXJLQ
place,182.0,jmG_QxXXfz2cnw9dQCXJLQ
good,187.0,jmG_QxXXfz2cnw9dQCXJLQ
pastry,195.0,jmG_QxXXfz2cnw9dQCXJLQ
bread,217.0,jmG_QxXXfz2cnw9dQCXJLQ
sandwich,400.0,jmG_QxXXfz2cnw9dQCXJLQ
cuban,410.0,jmG_QxXXfz2cnw9dQCXJLQ
time,70.0,jh8j-DWqgWkbRe_a2XtKFQ
go,70.0,jh8j-DWqgWkbRe_a2XtKFQ
love,72.0,jh8j-DWqgWkbRe_a2XtKFQ
get,77.0,jh8j-DWqgWkbRe_a2XtKFQ
line,86.0,jh8j-DWqgWkbRe_a2XtKFQ
best,87.0,jh8j-DWqgWkbRe_a2XtKFQ
tucson,92.0,jh8j-DWqgWkbRe_a2XtKFQ
barrio,121.0,jh8j-DWqgWkbRe_a2XtKFQ
loaf,150.0,jh8j-DWqgWkbRe_a2XtKFQ
bread,595.0,jh8j-DWqgWkbRe_a2XtKFQ
good,27.0,jcnKA1gG7Tek_UT2zWBI6w
service,28.0,jcnKA1gG7Tek_UT2zWBI6w
location,30.0,jcnKA1gG7Tek_UT2zWBI6w
time,34.0,jcnKA1gG7Tek_UT2zWBI6w
like,36.0,jcnKA1gG7Tek_UT2zWBI6w
fast,37.0,jcnKA1gG7Tek_UT2zWBI6w
always,38.0,jcnKA1gG7Tek_UT2zWBI6w
chicken,40.0,jcnKA1gG7Tek_UT2zWBI6w
chickfila,41.0,jcnKA1gG7Tek_UT2zWBI6w
food,76.0,jcnKA1gG7Tek_UT2zWBI6w
delicious,506.0,jbJTF1zVmZsk4hea8hoeVA
restaurant,536.0,jbJTF1zVmZsk4hea8hoeVA
time,631.0,jbJTF1zVmZsk4hea8hoeVA
boise,657.0,jbJTF1zVmZsk4hea8hoeVA
place,784.0,jbJTF1zVmZsk4hea8hoeVA
service,861.0,jbJTF1zVmZsk4hea8hoeVA
fork,894.0,jbJTF1zVmZsk4hea8hoeVA
good,1167.0,jbJTF1zVmZsk4hea8hoeVA
great,1196.0,jbJTF1zVmZsk4hea8hoeVA
food,1412.0,jbJTF1zVmZsk4hea8hoeVA
bean,22.0,jYAol1aB_ZC8JhKMljG9zw
good,25.0,jYAol1aB_ZC8JhKMljG9zw
pulled,27.0,jYAol1aB_ZC8JhKMljG9zw
food,29.0,jYAol1aB_ZC8JhKMljG9zw
sauce,31.0,jYAol1aB_ZC8JhKMljG9zw
chicken,31.0,jYAol1aB_ZC8JhKMljG9zw
side,32.0,jYAol1aB_ZC8JhKMljG9zw
place,42.0,jYAol1aB_ZC8JhKMljG9zw
bbq,48.0,jYAol1aB_ZC8JhKMljG9zw
rib,50.0,jYAol1aB_ZC8JhKMljG9zw
one,35.0,jW8RwU6gT4v3enWnAWICng
egg,38.0,jW8RwU6gT4v3enWnAWICng
pancake,43.0,jW8RwU6gT4v3enWnAWICng
good,45.0,jW8RwU6gT4v3enWnAWICng
kekes,52.0,jW8RwU6gT4v3enWnAWICng
place,54.0,jW8RwU6gT4v3enWnAWICng
great,55.0,jW8RwU6gT4v3enWnAWICng
service,66.0,jW8RwU6gT4v3enWnAWICng
breakfast,95.0,jW8RwU6gT4v3enWnAWICng
food,103.0,jW8RwU6gT4v3enWnAWICng
mexican,53.0,jUVk21Kkf7awzvnj8oci3Q
time,53.0,jUVk21Kkf7awzvnj8oci3Q
service,56.0,jUVk21Kkf7awzvnj8oci3Q
salsa,58.0,jUVk21Kkf7awzvnj8oci3Q
restaurant,58.0,jUVk21Kkf7awzvnj8oci3Q
good,81.0,jUVk21Kkf7awzvnj8oci3Q
place,84.0,jUVk21Kkf7awzvnj8oci3Q
great,98.0,jUVk21Kkf7awzvnj8oci3Q
margarita,98.0,jUVk21Kkf7awzvnj8oci3Q
food,160.0,jUVk21Kkf7awzvnj8oci3Q
would,38.0,jSpXdE5vuueSMa9vhTQgtA
get,39.0,jSpXdE5vuueSMa9vhTQgtA
minute,40.0,jSpXdE5vuueSMa9vhTQgtA
customer,49.0,jSpXdE5vuueSMa9vhTQgtA
service,60.0,jSpXdE5vuueSMa9vhTQgtA
appointment,60.0,jSpXdE5vuueSMa9vhTQgtA
time,72.0,jSpXdE5vuueSMa9vhTQgtA
phone,85.0,jSpXdE5vuueSMa9vhTQgtA
store,139.0,jSpXdE5vuueSMa9vhTQgtA
apple,145.0,jSpXdE5vuueSMa9vhTQgtA
drink,274.0,jS3affmkXWrBnidXA-DIfQ
butcher,283.0,jS3affmkXWrBnidXA-DIfQ
time,286.0,jS3affmkXWrBnidXA-DIfQ
back,346.0,jS3affmkXWrBnidXA-DIfQ
cheese,357.0,jS3affmkXWrBnidXA-DIfQ
bar,400.0,jS3affmkXWrBnidXA-DIfQ
place,403.0,jS3affmkXWrBnidXA-DIfQ
food,485.0,jS3affmkXWrBnidXA-DIfQ
great,496.0,jS3affmkXWrBnidXA-DIfQ
good,524.0,jS3affmkXWrBnidXA-DIfQ
get,106.0,jL251AHFcygyUEfAAF3h2Q
cheese,106.0,jL251AHFcygyUEfAAF3h2Q
breakfast,118.0,jL251AHFcygyUEfAAF3h2Q
great,128.0,jL251AHFcygyUEfAAF3h2Q
sandwich,154.0,jL251AHFcygyUEfAAF3h2Q
star,158.0,jL251AHFcygyUEfAAF3h2Q
coffee,162.0,jL251AHFcygyUEfAAF3h2Q
good,166.0,jL251AHFcygyUEfAAF3h2Q
place,228.0,jL251AHFcygyUEfAAF3h2Q
bagel,563.0,jL251AHFcygyUEfAAF3h2Q
love,8.0,jIbRkFqqGnTMOmeVLUXx7A
item,9.0,jIbRkFqqGnTMOmeVLUXx7A
delicious,10.0,jIbRkFqqGnTMOmeVLUXx7A
salad,11.0,jIbRkFqqGnTMOmeVLUXx7A
food,11.0,jIbRkFqqGnTMOmeVLUXx7A
place,12.0,jIbRkFqqGnTMOmeVLUXx7A
good,12.0,jIbRkFqqGnTMOmeVLUXx7A
store,13.0,jIbRkFqqGnTMOmeVLUXx7A
fresh,15.0,jIbRkFqqGnTMOmeVLUXx7A
gyro,16.0,jIbRkFqqGnTMOmeVLUXx7A
really,47.0,jGgUfiMg0_a6ehbz_ucDkQ
roll,48.0,jGgUfiMg0_a6ehbz_ucDkQ
restaurant,48.0,jGgUfiMg0_a6ehbz_ucDkQ
chicken,49.0,jGgUfiMg0_a6ehbz_ucDkQ
ordered,50.0,jGgUfiMg0_a6ehbz_ucDkQ
good,86.0,jGgUfiMg0_a6ehbz_ucDkQ
pho,92.0,jGgUfiMg0_a6ehbz_ucDkQ
place,101.0,jGgUfiMg0_a6ehbz_ucDkQ
thai,109.0,jGgUfiMg0_a6ehbz_ucDkQ
food,111.0,jGgUfiMg0_a6ehbz_ucDkQ
order,99.0,jEAqMCGw3ocephZJFsl-qw
time,103.0,jEAqMCGw3ocephZJFsl-qw
back,105.0,jEAqMCGw3ocephZJFsl-qw
cheese,107.0,jEAqMCGw3ocephZJFsl-qw
food,114.0,jEAqMCGw3ocephZJFsl-qw
great,122.0,jEAqMCGw3ocephZJFsl-qw
place,181.0,jEAqMCGw3ocephZJFsl-qw
good,184.0,jEAqMCGw3ocephZJFsl-qw
fry,262.0,jEAqMCGw3ocephZJFsl-qw
burger,777.0,jEAqMCGw3ocephZJFsl-qw
great,6.0,j9pufSFodfNWv5RsiBEfpw
cheesesteak,6.0,j9pufSFodfNWv5RsiBEfpw
meat,6.0,j9pufSFodfNWv5RsiBEfpw
one,6.0,j9pufSFodfNWv5RsiBEfpw
love,6.0,j9pufSFodfNWv5RsiBEfpw
cheese,7.0,j9pufSFodfNWv5RsiBEfpw
im,8.0,j9pufSFodfNWv5RsiBEfpw
philly,9.0,j9pufSFodfNWv5RsiBEfpw
sandwich,10.0,j9pufSFodfNWv5RsiBEfpw
truck,11.0,j9pufSFodfNWv5RsiBEfpw
back,492.0,j8JOZvfeHEfUWq3gEz6ABQ
good,502.0,j8JOZvfeHEfUWq3gEz6ABQ
table,523.0,j8JOZvfeHEfUWq3gEz6ABQ
get,531.0,j8JOZvfeHEfUWq3gEz6ABQ
music,760.0,j8JOZvfeHEfUWq3gEz6ABQ
food,797.0,j8JOZvfeHEfUWq3gEz6ABQ
great,852.0,j8JOZvfeHEfUWq3gEz6ABQ
cheese,1123.0,j8JOZvfeHEfUWq3gEz6ABQ
place,1164.0,j8JOZvfeHEfUWq3gEz6ABQ
wine,1796.0,j8JOZvfeHEfUWq3gEz6ABQ
like,63.0,j3sRTkoqD_obks7IOW876w
time,67.0,j3sRTkoqD_obks7IOW876w
one,70.0,j3sRTkoqD_obks7IOW876w
service,76.0,j3sRTkoqD_obks7IOW876w
place,80.0,j3sRTkoqD_obks7IOW876w
great,83.0,j3sRTkoqD_obks7IOW876w
salad,100.0,j3sRTkoqD_obks7IOW876w
good,108.0,j3sRTkoqD_obks7IOW876w
dewey,130.0,j3sRTkoqD_obks7IOW876w
pizza,382.0,j3sRTkoqD_obks7IOW876w
freddy,53.0,j2580WwGiOO7IUlY7jOyRQ
great,59.0,j2580WwGiOO7IUlY7jOyRQ
animal,73.0,j2580WwGiOO7IUlY7jOyRQ
farm,74.0,j2580WwGiOO7IUlY7jOyRQ
course,78.0,j2580WwGiOO7IUlY7jOyRQ
mini,83.0,j2580WwGiOO7IUlY7jOyRQ
place,88.0,j2580WwGiOO7IUlY7jOyRQ
golf,112.0,j2580WwGiOO7IUlY7jOyRQ
ice,172.0,j2580WwGiOO7IUlY7jOyRQ
cream,177.0,j2580WwGiOO7IUlY7jOyRQ
food,246.0,ipZ7neK1bjBAUrCqyCvB_Q
beer,261.0,ipZ7neK1bjBAUrCqyCvB_Q
good,289.0,ipZ7neK1bjBAUrCqyCvB_Q
great,342.0,ipZ7neK1bjBAUrCqyCvB_Q
wine,343.0,ipZ7neK1bjBAUrCqyCvB_Q
cheese,368.0,ipZ7neK1bjBAUrCqyCvB_Q
place,449.0,ipZ7neK1bjBAUrCqyCvB_Q
meat,511.0,ipZ7neK1bjBAUrCqyCvB_Q
goose,533.0,ipZ7neK1bjBAUrCqyCvB_Q
sandwich,840.0,ipZ7neK1bjBAUrCqyCvB_Q
vegetable,14.0,inyckJCTAiQ8ro5ShDi6OQ
fresh,14.0,inyckJCTAiQ8ro5ShDi6OQ
good,15.0,inyckJCTAiQ8ro5ShDi6OQ
line,15.0,inyckJCTAiQ8ro5ShDi6OQ
veggie,17.0,inyckJCTAiQ8ro5ShDi6OQ
place,22.0,inyckJCTAiQ8ro5ShDi6OQ
produce,25.0,inyckJCTAiQ8ro5ShDi6OQ
price,27.0,inyckJCTAiQ8ro5ShDi6OQ
fruit,32.0,inyckJCTAiQ8ro5ShDi6OQ
flower,44.0,inyckJCTAiQ8ro5ShDi6OQ
portion,8.0,imb05NMSi6QSuxHe_rmmWw
good,9.0,imb05NMSi6QSuxHe_rmmWw
usually,9.0,imb05NMSi6QSuxHe_rmmWw
shrimp,10.0,imb05NMSi6QSuxHe_rmmWw
great,15.0,imb05NMSi6QSuxHe_rmmWw
chicken,18.0,imb05NMSi6QSuxHe_rmmWw
truck,21.0,imb05NMSi6QSuxHe_rmmWw
pad,22.0,imb05NMSi6QSuxHe_rmmWw
food,22.0,imb05NMSi6QSuxHe_rmmWw
thai,40.0,imb05NMSi6QSuxHe_rmmWw
great,7.0,ijr7hLZZJYyNQDMjneFJFQ
changed,7.0,ijr7hLZZJYyNQDMjneFJFQ
get,8.0,ijr7hLZZJYyNQDMjneFJFQ
car,8.0,ijr7hLZZJYyNQDMjneFJFQ
guy,8.0,ijr7hLZZJYyNQDMjneFJFQ
take,8.0,ijr7hLZZJYyNQDMjneFJFQ
customer,9.0,ijr7hLZZJYyNQDMjneFJFQ
change,11.0,ijr7hLZZJYyNQDMjneFJFQ
service,17.0,ijr7hLZZJYyNQDMjneFJFQ
oil,18.0,ijr7hLZZJYyNQDMjneFJFQ
make,8.0,idLzdVMd_R73bSk9Hre-qw
done,8.0,idLzdVMd_R73bSk9Hre-qw
place,8.0,idLzdVMd_R73bSk9Hre-qw
gel,9.0,idLzdVMd_R73bSk9Hre-qw
go,9.0,idLzdVMd_R73bSk9Hre-qw
back,10.0,idLzdVMd_R73bSk9Hre-qw
salon,11.0,idLzdVMd_R73bSk9Hre-qw
get,12.0,idLzdVMd_R73bSk9Hre-qw
time,16.0,idLzdVMd_R73bSk9Hre-qw
nail,43.0,idLzdVMd_R73bSk9Hre-qw
delicious,786.0,i_FWONQD1ZBqrNE2b-M5Ug
restaurant,796.0,i_FWONQD1ZBqrNE2b-M5Ug
dish,807.0,i_FWONQD1ZBqrNE2b-M5Ug
service,974.0,i_FWONQD1ZBqrNE2b-M5Ug
garden,980.0,i_FWONQD1ZBqrNE2b-M5Ug
place,989.0,i_FWONQD1ZBqrNE2b-M5Ug
good,1058.0,i_FWONQD1ZBqrNE2b-M5Ug
great,1166.0,i_FWONQD1ZBqrNE2b-M5Ug
cheese,1379.0,i_FWONQD1ZBqrNE2b-M5Ug
food,1540.0,i_FWONQD1ZBqrNE2b-M5Ug
bar,661.0,iRIHK8-EwpeffwvoO4nzIA
music,691.0,iRIHK8-EwpeffwvoO4nzIA
crawfish,702.0,iRIHK8-EwpeffwvoO4nzIA
shrimp,725.0,iRIHK8-EwpeffwvoO4nzIA
time,780.0,iRIHK8-EwpeffwvoO4nzIA
good,1293.0,iRIHK8-EwpeffwvoO4nzIA
great,1497.0,iRIHK8-EwpeffwvoO4nzIA
place,1511.0,iRIHK8-EwpeffwvoO4nzIA
oyster,1534.0,iRIHK8-EwpeffwvoO4nzIA
food,1668.0,iRIHK8-EwpeffwvoO4nzIA
restaurant,95.0,iMqoAux5nfccxIZMHj3dIw
chicken,127.0,iMqoAux5nfccxIZMHj3dIw
service,128.0,iMqoAux5nfccxIZMHj3dIw
great,135.0,iMqoAux5nfccxIZMHj3dIw
lamb,142.0,iMqoAux5nfccxIZMHj3dIw
rice,148.0,iMqoAux5nfccxIZMHj3dIw
place,179.0,iMqoAux5nfccxIZMHj3dIw
good,195.0,iMqoAux5nfccxIZMHj3dIw
kabob,197.0,iMqoAux5nfccxIZMHj3dIw
food,294.0,iMqoAux5nfccxIZMHj3dIw
starch,3.0,iL580gyKqBf3TI_JcovM6A
see,3.0,iL580gyKqBf3TI_JcovM6A
seemed,3.0,iL580gyKqBf3TI_JcovM6A
job,3.0,iL580gyKqBf3TI_JcovM6A
time,3.0,iL580gyKqBf3TI_JcovM6A
cash,4.0,iL580gyKqBf3TI_JcovM6A
pant,4.0,iL580gyKqBf3TI_JcovM6A
murray,7.0,iL580gyKqBf3TI_JcovM6A
shirt,8.0,iL580gyKqBf3TI_JcovM6A
cleaner,8.0,iL580gyKqBf3TI_JcovM6A
get,131.0,iK_T56DTbThoxtI7mJpzPA
cat,133.0,iK_T56DTbThoxtI7mJpzPA
pet,138.0,iK_T56DTbThoxtI7mJpzPA
hospital,140.0,iK_T56DTbThoxtI7mJpzPA
care,160.0,iK_T56DTbThoxtI7mJpzPA
animal,165.0,iK_T56DTbThoxtI7mJpzPA
time,169.0,iK_T56DTbThoxtI7mJpzPA
would,175.0,iK_T56DTbThoxtI7mJpzPA
vet,336.0,iK_T56DTbThoxtI7mJpzPA
dog,358.0,iK_T56DTbThoxtI7mJpzPA
good,22.0,iIDwsxIewhKauHMLG5M6ow
get,23.0,iIDwsxIewhKauHMLG5M6ow
birthday,30.0,iIDwsxIewhKauHMLG5M6ow
best,31.0,iIDwsxIewhKauHMLG5M6ow
almond,35.0,iIDwsxIewhKauHMLG5M6ow
one,36.0,iIDwsxIewhKauHMLG5M6ow
place,41.0,iIDwsxIewhKauHMLG5M6ow
bakery,50.0,iIDwsxIewhKauHMLG5M6ow
croissant,52.0,iIDwsxIewhKauHMLG5M6ow
cake,170.0,iIDwsxIewhKauHMLG5M6ow
time,6.0,iD-QamGEoKPNkK2IcKOo0Q
go,6.0,iD-QamGEoKPNkK2IcKOo0Q
one,6.0,iD-QamGEoKPNkK2IcKOo0Q
come,6.0,iD-QamGEoKPNkK2IcKOo0Q
day,6.0,iD-QamGEoKPNkK2IcKOo0Q
hour,7.0,iD-QamGEoKPNkK2IcKOo0Q
prescription,8.0,iD-QamGEoKPNkK2IcKOo0Q
medication,10.0,iD-QamGEoKPNkK2IcKOo0Q
walgreens,10.0,iD-QamGEoKPNkK2IcKOo0Q
pharmacy,11.0,iD-QamGEoKPNkK2IcKOo0Q
would,18.0,iCwNHl6EsZqEqwT2u95YiA
tampa,18.0,iCwNHl6EsZqEqwT2u95YiA
company,19.0,iCwNHl6EsZqEqwT2u95YiA
car,20.0,iCwNHl6EsZqEqwT2u95YiA
service,23.0,iCwNHl6EsZqEqwT2u95YiA
time,27.0,iCwNHl6EsZqEqwT2u95YiA
skyline,35.0,iCwNHl6EsZqEqwT2u95YiA
u,35.0,iCwNHl6EsZqEqwT2u95YiA
limo,39.0,iCwNHl6EsZqEqwT2u95YiA
driver,45.0,iCwNHl6EsZqEqwT2u95YiA
bar,99.0,iCKF72z3fqRTF1vxdBZINQ
sandwich,110.0,iCKF72z3fqRTF1vxdBZINQ
mule,112.0,iCKF72z3fqRTF1vxdBZINQ
pub,122.0,iCKF72z3fqRTF1vxdBZINQ
food,123.0,iCKF72z3fqRTF1vxdBZINQ
good,156.0,iCKF72z3fqRTF1vxdBZINQ
great,206.0,iCKF72z3fqRTF1vxdBZINQ
place,213.0,iCKF72z3fqRTF1vxdBZINQ
pretzel,238.0,iCKF72z3fqRTF1vxdBZINQ
beer,288.0,iCKF72z3fqRTF1vxdBZINQ
like,195.0,i6YvzoCYT6vCxBxqD7nR-g
one,208.0,i6YvzoCYT6vCxBxqD7nR-g
bartender,230.0,i6YvzoCYT6vCxBxqD7nR-g
great,236.0,i6YvzoCYT6vCxBxqD7nR-g
hotel,241.0,i6YvzoCYT6vCxBxqD7nR-g
place,272.0,i6YvzoCYT6vCxBxqD7nR-g
cocktail,344.0,i6YvzoCYT6vCxBxqD7nR-g
sazerac,599.0,i6YvzoCYT6vCxBxqD7nR-g
drink,627.0,i6YvzoCYT6vCxBxqD7nR-g
bar,775.0,i6YvzoCYT6vCxBxqD7nR-g
emergency,36.0,i5qOEr22YQu8-VMeHTc99A
called,38.0,i5qOEr22YQu8-VMeHTc99A
said,42.0,i5qOEr22YQu8-VMeHTc99A
take,46.0,i5qOEr22YQu8-VMeHTc99A
care,47.0,i5qOEr22YQu8-VMeHTc99A
cat,54.0,i5qOEr22YQu8-VMeHTc99A
would,60.0,i5qOEr22YQu8-VMeHTc99A
told,64.0,i5qOEr22YQu8-VMeHTc99A
u,79.0,i5qOEr22YQu8-VMeHTc99A
vet,88.0,i5qOEr22YQu8-VMeHTc99A
would,470.0,hy-E7DdXbdgTbwphKUYW1w
orleans,532.0,hy-E7DdXbdgTbwphKUYW1w
ghost,554.0,hy-E7DdXbdgTbwphKUYW1w
time,555.0,hy-E7DdXbdgTbwphKUYW1w
new,573.0,hy-E7DdXbdgTbwphKUYW1w
great,680.0,hy-E7DdXbdgTbwphKUYW1w
story,773.0,hy-E7DdXbdgTbwphKUYW1w
history,884.0,hy-E7DdXbdgTbwphKUYW1w
guide,1364.0,hy-E7DdXbdgTbwphKUYW1w
tour,4079.0,hy-E7DdXbdgTbwphKUYW1w
like,99.0,hxh1ongobphqXq30V13ukg
back,99.0,hxh1ongobphqXq30V13ukg
good,163.0,hxh1ongobphqXq30V13ukg
place,179.0,hxh1ongobphqXq30V13ukg
selection,195.0,hxh1ongobphqXq30V13ukg
bottle,201.0,hxh1ongobphqXq30V13ukg
food,202.0,hxh1ongobphqXq30V13ukg
great,207.0,hxh1ongobphqXq30V13ukg
bar,278.0,hxh1ongobphqXq30V13ukg
beer,427.0,hxh1ongobphqXq30V13ukg
quality,23.0,hsL36MhSYSph3huIA2RDNg
reading,23.0,hsL36MhSYSph3huIA2RDNg
chicken,24.0,hsL36MhSYSph3huIA2RDNg
terminal,25.0,hsL36MhSYSph3huIA2RDNg
good,25.0,hsL36MhSYSph3huIA2RDNg
great,27.0,hsL36MhSYSph3huIA2RDNg
get,28.0,hsL36MhSYSph3huIA2RDNg
martin,49.0,hsL36MhSYSph3huIA2RDNg
meat,68.0,hsL36MhSYSph3huIA2RDNg
sausage,120.0,hsL36MhSYSph3huIA2RDNg
time,70.0,hYs3ioWpQr-WwV9nRD5lAg
walnut,74.0,hYs3ioWpQr-WwV9nRD5lAg
toast,77.0,hYs3ioWpQr-WwV9nRD5lAg
service,79.0,hYs3ioWpQr-WwV9nRD5lAg
great,96.0,hYs3ioWpQr-WwV9nRD5lAg
good,102.0,hYs3ioWpQr-WwV9nRD5lAg
breakfast,110.0,hYs3ioWpQr-WwV9nRD5lAg
food,117.0,hYs3ioWpQr-WwV9nRD5lAg
place,130.0,hYs3ioWpQr-WwV9nRD5lAg
apple,133.0,hYs3ioWpQr-WwV9nRD5lAg
get,118.0,hMCJbE4NogBHmEZw70j6NA
service,120.0,hMCJbE4NogBHmEZw70j6NA
breakfast,143.0,hMCJbE4NogBHmEZw70j6NA
great,146.0,hMCJbE4NogBHmEZw70j6NA
place,147.0,hMCJbE4NogBHmEZw70j6NA
patachou,149.0,hMCJbE4NogBHmEZw70j6NA
toast,154.0,hMCJbE4NogBHmEZw70j6NA
good,157.0,hMCJbE4NogBHmEZw70j6NA
coffee,168.0,hMCJbE4NogBHmEZw70j6NA
food,209.0,hMCJbE4NogBHmEZw70j6NA
delicious,126.0,hFfxaiz7GW3oAh9E1nOQmw
like,127.0,hFfxaiz7GW3oAh9E1nOQmw
brunch,132.0,hFfxaiz7GW3oAh9E1nOQmw
terrain,135.0,hFfxaiz7GW3oAh9E1nOQmw
time,152.0,hFfxaiz7GW3oAh9E1nOQmw
bread,156.0,hFfxaiz7GW3oAh9E1nOQmw
great,174.0,hFfxaiz7GW3oAh9E1nOQmw
good,194.0,hFfxaiz7GW3oAh9E1nOQmw
place,209.0,hFfxaiz7GW3oAh9E1nOQmw
food,318.0,hFfxaiz7GW3oAh9E1nOQmw
area,226.0,h4RaM9E8C0d20Uw-nLR5aw
great,236.0,h4RaM9E8C0d20Uw-nLR5aw
child,237.0,h4RaM9E8C0d20Uw-nLR5aw
one,242.0,h4RaM9E8C0d20Uw-nLR5aw
